# LTspice XVII Transient Analysis — Config 1 (Gain=10)
# f_input=1 kHz  Vin_amp=100 mV  Supply=±15 V
# NOTE: Simulation-derived data, not physical measurement.
Time_s,Vin_V,Vout_V
0.000861,-0.076649,-7.665641
0.000862,-0.076244,-7.623753
0.000863,-0.075836,-7.58948
0.000864,-0.075425,-7.541748
0.000865,-0.075011,-7.508408
0.000866,-0.074594,-7.462858
0.000867,-0.074174,-7.416514
0.000868,-0.073751,-7.374176
0.000869,-0.073326,-7.334878
0.00087,-0.072897,-7.29111
0.000871,-0.072465,-7.24379
0.000872,-0.072031,-7.204058
0.000873,-0.071594,-7.154879
0.000874,-0.071154,-7.115361
0.000875,-0.070711,-7.070252
0.000876,-0.070265,-7.023266
0.000877,-0.069817,-6.981392
0.000878,-0.069365,-6.938538
0.000879,-0.068911,-6.891358
0.00088,-0.068455,-6.845542
0.000881,-0.067995,-6.802263
0.000882,-0.067533,-6.75384
0.000883,-0.067069,-6.70834
0.000884,-0.066601,-6.65827
0.000885,-0.066131,-6.613049
0.000886,-0.065659,-6.566423
0.000887,-0.065183,-6.51855
0.000888,-0.064706,-6.470113
0.000889,-0.064225,-6.421293
0.00089,-0.063742,-6.376239
0.000891,-0.063257,-6.327785
0.000892,-0.062769,-6.274704
0.000893,-0.062279,-6.228702
0.000894,-0.061786,-6.18143
0.000895,-0.061291,-6.128183
0.000896,-0.060793,-6.078376
0.000897,-0.060293,-6.032357
0.000898,-0.05979,-5.978591
0.000899,-0.059286,-5.927097
0.0009,-0.058779,-5.877104
0.000901,-0.058269,-5.825641
0.000902,-0.057757,-5.778536
0.000903,-0.057243,-5.723659
0.000904,-0.056727,-5.673295
0.000905,-0.056208,-5.621799
0.000906,-0.055688,-5.567015
0.000907,-0.055165,-5.5135
0.000908,-0.054639,-5.460355
0.000909,-0.054112,-5.408583
0.00091,-0.053583,-5.358487
0.000911,-0.053051,-5.304406
0.000912,-0.052517,-5.250213
0.000913,-0.051982,-5.197931
0.000914,-0.051444,-5.144134
0.000915,-0.050904,-5.088767
0.000916,-0.050362,-5.036351
0.000917,-0.049819,-4.98331
0.000918,-0.049273,-4.928102
0.000919,-0.048725,-4.871233
0.00092,-0.048175,-4.817531
0.000921,-0.047624,-4.761702
0.000922,-0.04707,-4.705699
0.000923,-0.046515,-4.65226
0.000924,-0.045958,-4.594286
0.000925,-0.045399,-4.539147
0.000926,-0.044838,-4.486302
0.000927,-0.044276,-4.424698
0.000928,-0.043712,-4.372159
0.000929,-0.043146,-4.317871
0.00093,-0.042578,-4.259883
0.000931,-0.042009,-4.202899
0.000932,-0.041438,-4.143651
0.000933,-0.040865,-4.087038
0.000934,-0.040291,-4.029738
0.000935,-0.039715,-3.97024
0.000936,-0.039137,-3.913057
0.000937,-0.038558,-3.855208
0.000938,-0.037978,-3.796971
0.000939,-0.037396,-3.73836
0.00094,-0.036812,-3.685461
0.000941,-0.036228,-3.623483
0.000942,-0.035641,-3.568479
0.000943,-0.035053,-3.505271
0.000944,-0.034464,-3.446438
0.000945,-0.033874,-3.385288
0.000946,-0.033282,-3.32582
0.000947,-0.032689,-3.268475
0.000948,-0.032094,-3.210437
0.000949,-0.031499,-3.148895
0.00095,-0.030902,-3.091226
0.000951,-0.030304,-3.030355
0.000952,-0.029704,-2.968444
0.000953,-0.029104,-2.911477
0.000954,-0.028502,-2.848581
0.000955,-0.027899,-2.788556
0.000956,-0.027295,-2.731429
0.000957,-0.02669,-2.667072
0.000958,-0.026084,-2.607018
0.000959,-0.025477,-2.547503
0.00096,-0.024869,-2.488424
0.000961,-0.02426,-2.427711
0.000962,-0.02365,-2.366065
0.000963,-0.023039,-2.302809
0.000964,-0.022427,-2.244619
0.000965,-0.021814,-2.180557
0.000966,-0.021201,-2.122555
0.000967,-0.020586,-2.059034
0.000968,-0.019971,-1.996881
0.000969,-0.019355,-1.930604
0.00097,-0.018738,-1.876568
0.000971,-0.018121,-1.809114
0.000972,-0.017502,-1.749931
0.000973,-0.016883,-1.687512
0.000974,-0.016264,-1.626135
0.000975,-0.015643,-1.563455
0.000976,-0.015023,-1.502563
0.000977,-0.014401,-1.4372
0.000978,-0.013779,-1.378816
0.000979,-0.013156,-1.313379
0.00098,-0.012533,-1.254621
0.000981,-0.01191,-1.191092
0.000982,-0.011286,-1.130708
0.000983,-0.010661,-1.065201
0.000984,-0.010036,-1.000727
0.000985,-0.009411,-0.941238
0.000986,-0.008785,-0.878906
0.000987,-0.008159,-0.818135
0.000988,-0.007533,-0.753727
0.000989,-0.006906,-0.693786
0.00099,-0.006279,-0.629731
0.000991,-0.005652,-0.564732
0.000992,-0.005024,-0.499805
0.000993,-0.004397,-0.434063
0.000994,-0.003769,-0.378075
0.000995,-0.003141,-0.311237
0.000996,-0.002513,-0.250813
0.000997,-0.001885,-0.188787
0.000998,-0.001257,-0.124795
0.000999,-0.000628,-0.062708
0.001,-0.0,0.000221
0.001001,0.000628,0.062015
0.001002,0.001257,0.122864
0.001003,0.001885,0.185397
0.001004,0.002513,0.252607
0.001005,0.003141,0.313554
0.001006,0.003769,0.37571
0.001007,0.004397,0.439698
0.001008,0.005024,0.504033
0.001009,0.005652,0.565546
0.00101,0.006279,0.626593
0.001011,0.006906,0.693053
0.001012,0.007533,0.756426
0.001013,0.008159,0.816895
0.001014,0.008785,0.880459
0.001015,0.009411,0.943567
0.001016,0.010036,1.005877
0.001017,0.010661,1.06734
0.001018,0.011286,1.129761
0.001019,0.01191,1.192011
0.00102,0.012533,1.251138
0.001021,0.013156,1.317045
0.001022,0.013779,1.375191
0.001023,0.014401,1.438519
0.001024,0.015023,1.504863
0.001025,0.015643,1.566025
0.001026,0.016264,1.629346
0.001027,0.016883,1.687791
0.001028,0.017502,1.747926
0.001029,0.018121,1.811577
0.00103,0.018738,1.874017
0.001031,0.019355,1.935653
0.001032,0.019971,1.999367
0.001033,0.020586,2.057904
0.001034,0.021201,2.120775
0.001035,0.021814,2.179455
0.001036,0.022427,2.243608
0.001037,0.023039,2.3039
0.001038,0.02365,2.36349
0.001039,0.02426,2.425521
0.00104,0.024869,2.486531
0.001041,0.025477,2.547167
0.001042,0.026084,2.611958
0.001043,0.02669,2.668823
0.001044,0.027295,2.729032
0.001045,0.027899,2.785716
0.001046,0.028502,2.848404
0.001047,0.029104,2.909836
0.001048,0.029704,2.969044
0.001049,0.030304,3.033116
0.00105,0.030902,3.08984
0.001051,0.031499,3.152442
0.001052,0.032094,3.20956
0.001053,0.032689,3.268955
0.001054,0.033282,3.328018
0.001055,0.033874,3.387387
0.001056,0.034464,3.449867
0.001057,0.035053,3.500704
0.001058,0.035641,3.560116
0.001059,0.036228,3.621667
0.00106,0.036812,3.681275
0.001061,0.037396,3.740972
0.001062,0.037978,3.798737
0.001063,0.038558,3.855071
0.001064,0.039137,3.915775
0.001065,0.039715,3.973539
0.001066,0.040291,4.029432
0.001067,0.040865,4.088416
0.001068,0.041438,4.144301
0.001069,0.042009,4.199734
0.00107,0.042578,4.259189
0.001071,0.043146,4.314782
0.001072,0.043712,4.37116
0.001073,0.044276,4.430528
0.001074,0.044838,4.47893
0.001075,0.045399,4.53707
0.001076,0.045958,4.593424
0.001077,0.046515,4.650784
0.001078,0.04707,4.70653
0.001079,0.047624,4.759367
0.00108,0.048175,4.815566
0.001081,0.048725,4.87078
0.001082,0.049273,4.932188
0.001083,0.049819,4.985455
0.001084,0.050362,5.035409
0.001085,0.050904,5.089687
0.001086,0.051444,5.142097
0.001087,0.051982,5.194357
0.001088,0.052517,5.251513
0.001089,0.053051,5.303116
0.00109,0.053583,5.358098
0.001091,0.054112,5.408012
0.001092,0.054639,5.46242
0.001093,0.055165,5.516756
0.001094,0.055688,5.569489
0.001095,0.056208,5.621669
0.001096,0.056727,5.670049
0.001097,0.057243,5.726031
0.001098,0.057757,5.774127
0.001099,0.058269,5.828171
0.0011,0.058779,5.877831
0.001101,0.059286,5.925815
0.001102,0.05979,5.978417
0.001103,0.060293,6.030026
0.001104,0.060793,6.080529
0.001105,0.061291,6.128789
0.001106,0.061786,6.18166
0.001107,0.062279,6.229893
0.001108,0.062769,6.2764
0.001109,0.063257,6.327202
0.00111,0.063742,6.378107
0.001111,0.064225,6.426448
0.001112,0.064706,6.468104
0.001113,0.065183,6.516484
0.001114,0.065659,6.568827
0.001115,0.066131,6.611002
0.001116,0.066601,6.657474
0.001117,0.067069,6.705883
0.001118,0.067533,6.754169
0.001119,0.067995,6.799329
0.00112,0.068455,6.84417
0.001121,0.068911,6.88979
0.001122,0.069365,6.935108
0.001123,0.069817,6.979895
0.001124,0.070265,7.031063
0.001125,0.070711,7.071663
0.001126,0.071154,7.11713
0.001127,0.071594,7.158387
0.001128,0.072031,7.202718
0.001129,0.072465,7.245104
0.00113,0.072897,7.284383
0.001131,0.073326,7.329797
0.001132,0.073751,7.37151
0.001133,0.074174,7.412918
0.001134,0.074594,7.457021
0.001135,0.075011,7.503761
0.001136,0.075425,7.542425
0.001137,0.075836,7.5862
0.001138,0.076244,7.625247
0.001139,0.076649,7.666495
0.00114,0.077051,7.703331
0.001141,0.07745,7.746079
0.001142,0.077846,7.78608
0.001143,0.078239,7.822755
0.001144,0.078629,7.864003
0.001145,0.079016,7.902682
0.001146,0.079399,7.938805
0.001147,0.079779,7.975699
0.001148,0.080157,8.013302
0.001149,0.080531,8.053252
0.00115,0.080902,8.090824
0.001151,0.081269,8.125357
0.001152,0.081634,8.163446
0.001153,0.081995,8.200662
0.001154,0.082353,8.236562
0.001155,0.082708,8.27391
0.001156,0.08306,8.308513
0.001157,0.083408,8.338782
0.001158,0.083753,8.378648
0.001159,0.084094,8.408384
0.00116,0.084433,8.445369
0.001161,0.084768,8.476915
0.001162,0.085099,8.509121
0.001163,0.085428,8.539159
0.001164,0.085753,8.574923
0.001165,0.086074,8.604302
0.001166,0.086392,8.641169
0.001167,0.086707,8.673741
0.001168,0.087018,8.700244
0.001169,0.087326,8.733228
0.00117,0.087631,8.761616
0.001171,0.087932,8.791906
0.001172,0.088229,8.824461
0.001173,0.088523,8.852236
0.001174,0.088814,8.884844
0.001175,0.089101,8.909101
0.001176,0.089384,8.940413
0.001177,0.089664,8.966605
0.001178,0.089941,8.995644
0.001179,0.090213,9.020445
0.00118,0.090483,9.048171
0.001181,0.090748,9.074613
0.001182,0.091011,9.099388
0.001183,0.091269,9.12824
0.001184,0.091524,9.153712
0.001185,0.091775,9.178733
0.001186,0.092023,9.205392
0.001187,0.092267,9.229626
0.001188,0.092508,9.250022
0.001189,0.092745,9.275198
0.00119,0.092978,9.296518
0.001191,0.093207,9.320758
0.001192,0.093433,9.34209
0.001193,0.093655,9.368739
0.001194,0.093873,9.388066
0.001195,0.094088,9.408372
0.001196,0.094299,9.432293
0.001197,0.094506,9.44629
0.001198,0.09471,9.466955
0.001199,0.09491,9.492553
0.0012,0.095106,9.510686
0.001201,0.095298,9.530294
0.001202,0.095486,9.545993
0.001203,0.095671,9.567074
0.001204,0.095852,9.589225
0.001205,0.096029,9.604585
0.001206,0.096203,9.620616
0.001207,0.096372,9.636359
0.001208,0.096538,9.653027
0.001209,0.0967,9.665756
0.00121,0.096858,9.686347
0.001211,0.097013,9.702957
0.001212,0.097163,9.713166
0.001213,0.09731,9.729662
0.001214,0.097453,9.742954
0.001215,0.097592,9.757237
0.001216,0.097727,9.772788
0.001217,0.097858,9.78164
0.001218,0.097986,9.799779
0.001219,0.098109,9.812413
0.00122,0.098229,9.82237
0.001221,0.098345,9.829491
0.001222,0.098456,9.843651
0.001223,0.098564,9.858912
0.001224,0.098669,9.861303
0.001225,0.098769,9.876188
0.001226,0.098865,9.884157
0.001227,0.098958,9.89737
0.001228,0.099046,9.903264
0.001229,0.099131,9.913884
0.00123,0.099211,9.922278
0.001231,0.099288,9.932498
0.001232,0.099361,9.935707
0.001233,0.09943,9.94376
0.001234,0.099495,9.94654
0.001235,0.099556,9.958
0.001236,0.099613,9.959815
0.001237,0.099667,9.965538
0.001238,0.099716,9.971545
0.001239,0.099761,9.972999
0.00124,0.099803,9.980725
0.001241,0.09984,9.98595
0.001242,0.099874,9.987955
0.001243,0.099903,9.987152
0.001244,0.099929,9.992647
0.001245,0.099951,9.99655
0.001246,0.099968,9.993086
0.001247,0.099982,9.996074
0.001248,0.099992,10.000964
0.001249,0.099998,10.000343
0.00125,0.1,10.000824
0.001251,0.099998,10.003522
0.001252,0.099992,10.000148
0.001253,0.099982,9.999539
0.001254,0.099968,10.002263
0.001255,0.099951,9.994638
0.001256,0.099929,9.991299
0.001257,0.099903,9.991185
0.001258,0.099874,9.988248
0.001259,0.09984,9.982962
0.00126,0.099803,9.978202
0.001261,0.099761,9.980745
0.001262,0.099716,9.972243
0.001263,0.099667,9.965195
0.001264,0.099613,9.963168
0.001265,0.099556,9.955401
0.001266,0.099495,9.949004
0.001267,0.09943,9.944132
0.001268,0.099361,9.933529
0.001269,0.099288,9.929531
0.00127,0.099211,9.924973
0.001271,0.099131,9.914009
0.001272,0.099046,9.903862
0.001273,0.098958,9.894747
0.001274,0.098865,9.885697
0.001275,0.098769,9.876375
0.001276,0.098669,9.866104
0.001277,0.098564,9.858279
0.001278,0.098456,9.842177
0.001279,0.098345,9.836176
0.00128,0.098229,9.822113
0.001281,0.098109,9.811659
0.001282,0.097986,9.796297
0.001283,0.097858,9.788466
0.001284,0.097727,9.775173
0.001285,0.097592,9.761087
0.001286,0.097453,9.742239
0.001287,0.09731,9.732643
0.001288,0.097163,9.717127
0.001289,0.097013,9.698055
0.00129,0.096858,9.685783
0.001291,0.0967,9.670744
0.001292,0.096538,9.654929
0.001293,0.096372,9.637591
0.001294,0.096203,9.620859
0.001295,0.096029,9.605884
0.001296,0.095852,9.58767
0.001297,0.095671,9.561386
0.001298,0.095486,9.548011
0.001299,0.095298,9.529464
0.0013,0.095106,9.507061
0.001301,0.09491,9.49115
0.001302,0.09471,9.473481
0.001303,0.094506,9.448458
0.001304,0.094299,9.430578
0.001305,0.094088,9.406976
0.001306,0.093873,9.385995
0.001307,0.093655,9.368454
0.001308,0.093433,9.342204
0.001309,0.093207,9.321636
0.00131,0.092978,9.294022
0.001311,0.092745,9.278176
0.001312,0.092508,9.251977
0.001313,0.092267,9.226362
0.001314,0.092023,9.20347
0.001315,0.091775,9.174727
0.001316,0.091524,9.154777
0.001317,0.091269,9.126268
0.001318,0.091011,9.100652
0.001319,0.090748,9.073861
0.00132,0.090483,9.047109
0.001321,0.090213,9.022729
0.001322,0.089941,8.994564
0.001323,0.089664,8.967714
0.001324,0.089384,8.938397
0.001325,0.089101,8.911092
0.001326,0.088814,8.880527
0.001327,0.088523,8.856773
0.001328,0.088229,8.819776
0.001329,0.087932,8.795685
0.00133,0.087631,8.765803
0.001331,0.087326,8.73092
0.001332,0.087018,8.706296
0.001333,0.086707,8.672698
0.001334,0.086392,8.641176
0.001335,0.086074,8.607476
0.001336,0.085753,8.574832
0.001337,0.085428,8.542355
0.001338,0.085099,8.510726
0.001339,0.084768,8.479582
0.00134,0.084433,8.443642
0.001341,0.084094,8.407623
0.001342,0.083753,8.376929
0.001343,0.083408,8.342627
0.001344,0.08306,8.307268
0.001345,0.082708,8.272297
0.001346,0.082353,8.234784
0.001347,0.081995,8.197663
0.001348,0.081634,8.161656
0.001349,0.081269,8.123671
0.00135,0.080902,8.090644
0.001351,0.080531,8.052912
0.001352,0.080157,8.01479
0.001353,0.079779,7.972033
0.001354,0.079399,7.937409
0.001355,0.079016,7.903792
0.001356,0.078629,7.861555
0.001357,0.078239,7.824629
0.001358,0.077846,7.781842
0.001359,0.07745,7.747908
0.00136,0.077051,7.704844
0.001361,0.076649,7.66551
0.001362,0.076244,7.629077
0.001363,0.075836,7.586652
0.001364,0.075425,7.541901
0.001365,0.075011,7.499924
0.001366,0.074594,7.45876
0.001367,0.074174,7.418438
0.001368,0.073751,7.374921
0.001369,0.073326,7.331763
0.00137,0.072897,7.292621
0.001371,0.072465,7.246303
0.001372,0.072031,7.207689
0.001373,0.071594,7.159546
0.001374,0.071154,7.118927
0.001375,0.070711,7.071782
0.001376,0.070265,7.028426
0.001377,0.069817,6.980205
0.001378,0.069365,6.934826
0.001379,0.068911,6.892057
0.00138,0.068455,6.847448
0.001381,0.067995,6.799614
0.001382,0.067533,6.750755
0.001383,0.067069,6.704135
0.001384,0.066601,6.657264
0.001385,0.066131,6.609583
0.001386,0.065659,6.566077
0.001387,0.065183,6.520587
0.001388,0.064706,6.470533
0.001389,0.064225,6.418006
0.00139,0.063742,6.373858
0.001391,0.063257,6.325376
0.001392,0.062769,6.281106
0.001393,0.062279,6.224964
0.001394,0.061786,6.177815
0.001395,0.061291,6.132482
0.001396,0.060793,6.080203
0.001397,0.060293,6.030422
0.001398,0.05979,5.979279
0.001399,0.059286,5.929228
0.0014,0.058779,5.879408
0.001401,0.058269,5.825286
0.001402,0.057757,5.777483
0.001403,0.057243,5.721575
0.001404,0.056727,5.673346
0.001405,0.056208,5.621191
0.001406,0.055688,5.567524
0.001407,0.055165,5.516413
0.001408,0.054639,5.462698
0.001409,0.054112,5.409069
0.00141,0.053583,5.357561
0.001411,0.053051,5.302904
0.001412,0.052517,5.252392
0.001413,0.051982,5.195873
0.001414,0.051444,5.145819
0.001415,0.050904,5.088051
0.001416,0.050362,5.035099
0.001417,0.049819,4.980602
0.001418,0.049273,4.929924
0.001419,0.048725,4.873162
0.00142,0.048175,4.817113
0.001421,0.047624,4.763379
0.001422,0.04707,4.702825
0.001423,0.046515,4.651425
0.001424,0.045958,4.599794
0.001425,0.045399,4.54017
0.001426,0.044838,4.483968
0.001427,0.044276,4.428679
0.001428,0.043712,4.372949
0.001429,0.043146,4.310566
0.00143,0.042578,4.254428
0.001431,0.042009,4.201278
0.001432,0.041438,4.142326
0.001433,0.040865,4.089115
0.001434,0.040291,4.028434
0.001435,0.039715,3.96761
0.001436,0.039137,3.911201
0.001437,0.038558,3.850341
0.001438,0.037978,3.797323
0.001439,0.037396,3.739215
0.00144,0.036812,3.680397
0.001441,0.036228,3.624911
0.001442,0.035641,3.566516
0.001443,0.035053,3.505002
0.001444,0.034464,3.44216
0.001445,0.033874,3.388614
0.001446,0.033282,3.329306
0.001447,0.032689,3.269499
0.001448,0.032094,3.211399
0.001449,0.031499,3.147536
0.00145,0.030902,3.094187
0.001451,0.030304,3.028434
0.001452,0.029704,2.971914
0.001453,0.029104,2.906987
0.001454,0.028502,2.848332
0.001455,0.027899,2.792944
0.001456,0.027295,2.728998
0.001457,0.02669,2.6707
0.001458,0.026084,2.608889
0.001459,0.025477,2.547497
0.00146,0.024869,2.489627
0.001461,0.02426,2.425519
0.001462,0.02365,2.361428
0.001463,0.023039,2.302288
0.001464,0.022427,2.24381
0.001465,0.021814,2.182223
0.001466,0.021201,2.116937
0.001467,0.020586,2.057177
0.001468,0.019971,1.995936
0.001469,0.019355,1.934764
0.00147,0.018738,1.871061
0.001471,0.018121,1.810801
0.001472,0.017502,1.748773
0.001473,0.016883,1.689878
0.001474,0.016264,1.62799
0.001475,0.015643,1.564053
0.001476,0.015023,1.501472
0.001477,0.014401,1.440388
0.001478,0.013779,1.37627
0.001479,0.013156,1.31335
0.00148,0.012533,1.251452
0.001481,0.01191,1.189702
0.001482,0.011286,1.126237
0.001483,0.010661,1.066436
0.001484,0.010036,1.005077
0.001485,0.009411,0.937909
0.001486,0.008785,0.878562
0.001487,0.008159,0.815466
0.001488,0.007533,0.753951
0.001489,0.006906,0.690574
0.00149,0.006279,0.624998
0.001491,0.005652,0.562661
0.001492,0.005024,0.502502
0.001493,0.004397,0.441739
0.001494,0.003769,0.372473
0.001495,0.003141,0.314799
0.001496,0.002513,0.25368
0.001497,0.001885,0.188178
0.001498,0.001257,0.126761
0.001499,0.000628,0.061425
0.0015,0.0,-0.000239
0.001501,-0.000628,-0.066073
0.001502,-0.001257,-0.130349
0.001503,-0.001885,-0.186599
0.001504,-0.002513,-0.253271
0.001505,-0.003141,-0.315019
0.001506,-0.003769,-0.379675
0.001507,-0.004397,-0.442501
0.001508,-0.005024,-0.502791
0.001509,-0.005652,-0.566644
0.00151,-0.006279,-0.627149
0.001511,-0.006906,-0.689695
0.001512,-0.007533,-0.752626
0.001513,-0.008159,-0.815429
0.001514,-0.008785,-0.875356
0.001515,-0.009411,-0.943218
0.001516,-0.010036,-1.003727
0.001517,-0.010661,-1.063846
0.001518,-0.011286,-1.126035
0.001519,-0.01191,-1.193815
0.00152,-0.012533,-1.253957
0.001521,-0.013156,-1.312927
0.001522,-0.013779,-1.376887
0.001523,-0.014401,-1.439717
0.001524,-0.015023,-1.502691
0.001525,-0.015643,-1.565112
0.001526,-0.016264,-1.625795
0.001527,-0.016883,-1.688839
0.001528,-0.017502,-1.750316
0.001529,-0.018121,-1.8119
0.00153,-0.018738,-1.875169
0.001531,-0.019355,-1.93443
0.001532,-0.019971,-1.991271
0.001533,-0.020586,-2.06218
0.001534,-0.021201,-2.119423
0.001535,-0.021814,-2.182953
0.001536,-0.022427,-2.241553
0.001537,-0.023039,-2.303801
0.001538,-0.02365,-2.363466
0.001539,-0.02426,-2.423641
0.00154,-0.024869,-2.486514
0.001541,-0.025477,-2.545443
0.001542,-0.026084,-2.613104
0.001543,-0.02669,-2.665839
0.001544,-0.027295,-2.728769
0.001545,-0.027899,-2.787755
0.001546,-0.028502,-2.852632
0.001547,-0.029104,-2.912023
0.001548,-0.029704,-2.970124
0.001549,-0.030304,-3.030387
0.00155,-0.030902,-3.089604
0.001551,-0.031499,-3.147696
0.001552,-0.032094,-3.212967
0.001553,-0.032689,-3.266933
0.001554,-0.033282,-3.328179
0.001555,-0.033874,-3.387787
0.001556,-0.034464,-3.449371
0.001557,-0.035053,-3.504337
0.001558,-0.035641,-3.568947
0.001559,-0.036228,-3.621457
0.00156,-0.036812,-3.68423
0.001561,-0.037396,-3.739485
0.001562,-0.037978,-3.798029
0.001563,-0.038558,-3.853501
0.001564,-0.039137,-3.914094
0.001565,-0.039715,-3.972867
0.001566,-0.040291,-4.030078
0.001567,-0.040865,-4.083945
0.001568,-0.041438,-4.142683
0.001569,-0.042009,-4.201629
0.00157,-0.042578,-4.258266
0.001571,-0.043146,-4.317695
0.001572,-0.043712,-4.370381
0.001573,-0.044276,-4.431102
0.001574,-0.044838,-4.482329
0.001575,-0.045399,-4.539648
0.001576,-0.045958,-4.591025
0.001577,-0.046515,-4.653711
0.001578,-0.04707,-4.707245
0.001579,-0.047624,-4.758785
0.00158,-0.048175,-4.815154
0.001581,-0.048725,-4.873894
0.001582,-0.049273,-4.926825
0.001583,-0.049819,-4.981847
0.001584,-0.050362,-5.035668
0.001585,-0.050904,-5.091812
0.001586,-0.051444,-5.144574
0.001587,-0.051982,-5.20137
0.001588,-0.052517,-5.251476
0.001589,-0.053051,-5.304212
0.00159,-0.053583,-5.358723
0.001591,-0.054112,-5.414443
0.001592,-0.054639,-5.461966
0.001593,-0.055165,-5.51573
0.001594,-0.055688,-5.570208
0.001595,-0.056208,-5.621395
0.001596,-0.056727,-5.675691
0.001597,-0.057243,-5.726372
0.001598,-0.057757,-5.776803
0.001599,-0.058269,-5.824448
0.0016,-0.058779,-5.879132
0.001601,-0.059286,-5.927288
0.001602,-0.05979,-5.980126
0.001603,-0.060293,-6.0288
0.001604,-0.060793,-6.079586
0.001605,-0.061291,-6.127324
0.001606,-0.061786,-6.179666
0.001607,-0.062279,-6.231023
0.001608,-0.062769,-6.279678
0.001609,-0.063257,-6.326765
0.00161,-0.063742,-6.376738
0.001611,-0.064225,-6.421706
0.001612,-0.064706,-6.471491
0.001613,-0.065183,-6.513588
0.001614,-0.065659,-6.569333
0.001615,-0.066131,-6.612711
0.001616,-0.066601,-6.662375
0.001617,-0.067069,-6.707843
0.001618,-0.067533,-6.753045
0.001619,-0.067995,-6.804185
0.00162,-0.068455,-6.844997
0.001621,-0.068911,-6.887332
0.001622,-0.069365,-6.93744
0.001623,-0.069817,-6.981135
0.001624,-0.070265,-7.02445
0.001625,-0.070711,-7.071396
0.001626,-0.071154,-7.116519
0.001627,-0.071594,-7.163916
0.001628,-0.072031,-7.201808
0.001629,-0.072465,-7.246758
0.00163,-0.072897,-7.291712
0.001631,-0.073326,-7.3323
0.001632,-0.073751,-7.376299
0.001633,-0.074174,-7.418475
0.001634,-0.074594,-7.458199
0.001635,-0.075011,-7.503787
0.001636,-0.075425,-7.540419
0.001637,-0.075836,-7.586415
0.001638,-0.076244,-7.625751
0.001639,-0.076649,-7.661084
0.00164,-0.077051,-7.702878
0.001641,-0.07745,-7.744835
0.001642,-0.077846,-7.786504
0.001643,-0.078239,-7.824967
0.001644,-0.078629,-7.862738
0.001645,-0.079016,-7.901475
0.001646,-0.079399,-7.940086
0.001647,-0.079779,-7.978006
0.001648,-0.080157,-8.016099
0.001649,-0.080531,-8.055963
0.00165,-0.080902,-8.091203
0.001651,-0.081269,-8.125112
0.001652,-0.081634,-8.166129
0.001653,-0.081995,-8.1999
0.001654,-0.082353,-8.236965
0.001655,-0.082708,-8.270583
0.001656,-0.08306,-8.306736
0.001657,-0.083408,-8.33783
0.001658,-0.083753,-8.374267
0.001659,-0.084094,-8.412069
0.00166,-0.084433,-8.441937
0.001661,-0.084768,-8.478329
0.001662,-0.085099,-8.511099
0.001663,-0.085428,-8.542147
0.001664,-0.085753,-8.57625
0.001665,-0.086074,-8.605635
0.001666,-0.086392,-8.640783
0.001667,-0.086707,-8.671945
0.001668,-0.087018,-8.70315
0.001669,-0.087326,-8.733756
0.00167,-0.087631,-8.760868
0.001671,-0.087932,-8.791906
0.001672,-0.088229,-8.819492
0.001673,-0.088523,-8.847778
0.001674,-0.088814,-8.883426
0.001675,-0.089101,-8.909924
0.001676,-0.089384,-8.940767
0.001677,-0.089664,-8.967966
0.001678,-0.089941,-8.995313
0.001679,-0.090213,-9.023454
0.00168,-0.090483,-9.050374
0.001681,-0.090748,-9.075133
0.001682,-0.091011,-9.103493
0.001683,-0.091269,-9.125232
0.001684,-0.091524,-9.154247
0.001685,-0.091775,-9.171927
0.001686,-0.092023,-9.203221
0.001687,-0.092267,-9.226583
0.001688,-0.092508,-9.253363
0.001689,-0.092745,-9.271039
0.00169,-0.092978,-9.295526
0.001691,-0.093207,-9.320117
0.001692,-0.093433,-9.345983
0.001693,-0.093655,-9.365078
0.001694,-0.093873,-9.389581
0.001695,-0.094088,-9.405883
0.001696,-0.094299,-9.428287
0.001697,-0.094506,-9.45044
0.001698,-0.09471,-9.475856
0.001699,-0.09491,-9.492928
0.0017,-0.095106,-9.50919
0.001701,-0.095298,-9.527368
0.001702,-0.095486,-9.546427
0.001703,-0.095671,-9.570305
0.001704,-0.095852,-9.584615
0.001705,-0.096029,-9.600906
0.001706,-0.096203,-9.623593
0.001707,-0.096372,-9.637253
0.001708,-0.096538,-9.653269
0.001709,-0.0967,-9.670616
0.00171,-0.096858,-9.689536
0.001711,-0.097013,-9.701917
0.001712,-0.097163,-9.716972
0.001713,-0.09731,-9.731281
0.001714,-0.097453,-9.746396
0.001715,-0.097592,-9.760054
0.001716,-0.097727,-9.772761
0.001717,-0.097858,-9.784924
0.001718,-0.097986,-9.799159
0.001719,-0.098109,-9.811724
0.00172,-0.098229,-9.822688
0.001721,-0.098345,-9.838294
0.001722,-0.098456,-9.844689
0.001723,-0.098564,-9.856447
0.001724,-0.098669,-9.86678
0.001725,-0.098769,-9.874962
0.001726,-0.098865,-9.890423
0.001727,-0.098958,-9.899709
0.001728,-0.099046,-9.904067
0.001729,-0.099131,-9.913091
0.00173,-0.099211,-9.920807
0.001731,-0.099288,-9.92975
0.001732,-0.099361,-9.934784
0.001733,-0.09943,-9.941143
0.001734,-0.099495,-9.948542
0.001735,-0.099556,-9.956141
0.001736,-0.099613,-9.965551
